2018 SOC Code,2018 SOC Direct Match Title
47-4021,Elevator Repair and Maintenance Technician
47-4021,Elevator Service Technician
47-4021,Escalator Installer
47-4021,Escalator Mechanic
47-4021,Escalator Service Mechanic
47-4021,Freight Elevator Erector
47-4021,Hydraulic Elevator Constructor
47-4031,Chain Link Fence Installer
47-4031,Fence Builder
47-4031,Wire Fence Builder
47-4031,Wood Fence Installer
47-4041,Asbestos Abatement Worker
47-4041,Asbestos Remover
47-4041,Decontamination Worker
47-4041,Hazard Waste Handler
47-4041,Hazmat Technician
47-4041,Irradiated Fuel Handler
47-4041,Lead Abatement Worker
47-4041,Radiological Control and Safety Technician
47-4051,Highway Maintainer
47-4051,Highway Maintenance Crew Worker
47-4051,Highway Worker
47-4051,Lane Marker Installer
47-4051,Road Patcher
47-4051,Road Sign Installer
47-4061,Ballast Cleaning Machine Operator
47-4061,Rail Maintenance Worker
47-4061,Railroad Track Mechanic
47-4061,Track Layer
47-4061,Track Machine Operator
47-4061,Track Maintainer
47-4061,Track Moving Machine Operator
47-4061,Track Repair Worker
47-4061,Track Repairer
47-4061,Track Service Worker
47-4061,Track Surfacing Machine Operator
47-4061,Trackwalker
47-4071,Electric Sewer Cleaning Machine Operator
47-4071,Septic Pump Truck Driver
47-4071,Septic Tank Cleaner
47-4071,Sewage Screen Operator
47-4071,Sewer and Drain Technician
47-4071,Sewer Cleaner
47-4071,Sewer Pipe Cleaner
47-4091,Concrete Pavement Installer
47-4091,Paver Installer
47-4091,Paving Stone Installer
47-4091,Segmental Paver Installer
47-4091,Segmental Wall Installer
47-4099,Aluminum Pool Installer
47-4099,Waterproofer
47-5011,Derrick Operator
47-5011,Fracturing Derrick Operator
47-5011,Gas Derrick Operator
47-5011,Oil Derrick Operator
47-5011,Rotary Derrick Operator
47-5011,Well Service Derrick Worker
47-5012,Drilling Rig Operator
47-5012,Fracturing Rotary Drill Operator
47-5012,Natural Gas Shothole Driller
47-5012,Oil Driller
47-5012,Oil Rig Driller
47-5012,Oil Well Cable Tool Driller
47-5012,Oil Well Cable Tool Operator
47-5012,Oil Well Driller
47-5012,Prospecting Driller
47-5013,Oil Well Fishing-Tool Technician
47-5013,Well Service Pump Equipment Operator
47-5013,Well Service Rig Operator
47-5013,Well Services Operator
47-5013,Well Servicing Rig Operator
47-5022,Dragline Oiler
47-5022,Mining Back Hoe Operator
47-5022,Mining Backhoe Operator
47-5022,Mining Bulldozer Operator
47-5022,Mining Earth Moving Equipment Operator
47-5022,Mining End Loader Operator
47-5022,Mining Excavator
47-5022,Mining Excavator Backhoe Operator
47-5022,Mining Payloader Operator
47-5022,Mining Shovel Operator
47-5022,Mining Yard Loader Operator
47-5022,Trenching Machine Operator
47-5023,Blast Hole Driller
47-5023,Churn Drill Operator
47-5023,Churn Driller
47-5023,Earth Auger Operator
47-5023,Earth Boring Machine Operator
47-5023,Hard Rock Drill Operator
47-5023,Rock Drill Operator
47-5032,Blast Setter
47-5032,Blaster
47-5032,Dynamite Shooter
47-5032,Dynamiter
47-5032,Explosive Ordnance Handler
47-5032,Explosive Technician
47-5032,Mining Powder Crew Worker
47-5032,Tier and Detonator
47-5032,Unexploded Ordnance Quality Control Worker
47-5041,Bore Miner Operator
47-5041,Continuous Mining Machine Coal Miner
47-5041,Continuous Mining Machine Lode Miner
47-5041,Continuous Mining Machine Miner
47-5041,Self-Propelled Mining Machine Operator
47-5043,Roof Bolter Operator
47-5043,Roof Bolting Coal Miner
47-5043,Underground Bolting Machine Operator
47-5043,Underground Roof Bolter
47-5044,Coal Hauler Operator
47-5044,Coke Loader
47-5044,Joy Loader
47-5044,Load Haul Dump Operator
47-5044,Mine Shuttle Car Operator
47-5044,Mobile Bridge Conveyor Operator
47-5049,Clay Mine Cutting Machine Operator
47-5049,Long Wall Mining Machine Tender
47-5049,Long Wall Operator
47-5049,Long Wall Plow Operator
47-5049,Long Wall Shear Operator
47-5049,Long Wall Shearer
47-5049,Mine Cutting and Channeling Machine Operator
47-5049,Rock Dust Sprayer
47-5049,Rock Duster
47-5049,Shale Planer Operator
47-5049,Shearer Operator
47-5049,Underground Jumbo Driller
47-5051,Quarry Chop Saw Operator
47-5051,Quarry Plug and Feather Driller
47-5051,Sandstone Splitter
47-5071,Gas Floorhand
47-5071,Oil and Gas Floorhand
47-5071,Oil Field Roustabout
47-5071,Oil Rig Floorhand
47-5071,Oil Rig Roughneck
47-5071,Roustabout
47-5071,Roustabout Pusher
47-5081,Blaster Helper
47-5081,Blasting Helper
47-5081,Boring Machine Operator Helper
47-5081,Continuous Miner Operator Helper
47-5081,Driller Helper
47-5081,Loading Machine Operator Helper
47-5081,Longwall Machine Operator Helper
47-5081,Mining Helper
47-5081,Roof Bolter Helper
47-5081,Rotary Drill Operator Helper
47-5081,Shale Planer Operator Helper
47-5099,Mine Milling Worker
47-5099,Mine Tailings Worker
47-5099,"Muck Hauler, Extraction"
47-5099,"Sand Filler, Extraction"
49-1011,Automobile Body Repair Supervisor
49-1011,Body Shop Supervisor
49-1011,Electronic Maintenance Supervisor
49-1011,Fleet Maintenance Supervisor
49-1011,"Heating, Ventilation, and Air Conditioning Supervisor"
49-1011,Oil Field Equipment Mechanic Supervisor
49-1011,Railroad Car Repair Supervisor
49-1011,Repair Department Supervisor
49-2011,ATM Servicer
49-2011,Cash Register Servicer
49-2011,Computer Repair Technician
49-2011,Computer Repairer
49-2011,Computer Service Technician
49-2011,Copier Technician
49-2011,Copying Machine Repairer
49-2011,Data Processing Equipment Repairer
49-2011,Photocopying Equipment Repairer
49-2011,Printer Repair Technician
49-2021,Radio Frequency Technician
49-2021,Radio Mechanic
49-2021,Radio Repairer
49-2021,Two-Way Radio Technician
49-2022,Communications Equipment Installer
49-2022,Fiber Optic Central Office Installer
49-2022,Headend Technician
49-2022,Private Branch Exchange (PBX ) Installer and Repairer
49-2022,Switchboard Wirer
49-2022,Telecommunications Switch Technician
49-2091,Aircraft Armament Mechanic
49-2091,Aircraft Electrician
49-2091,Aircraft Instrument Mechanic
49-2091,Airplane Electrician
49-2091,Automatic Pilot Mechanic
49-2091,Aviation Electronics Technician
49-2091,In-Flight Refueling System Repairer
49-2092,AC/DC Rewinder
49-2092,Armature Rewinder
49-2092,Battery Repairer
49-2092,Dynamo Repairer
49-2092,Electric Motor Fitter
49-2092,Electric Motor Rewinder
49-2092,Electrical Parts Reconditioner
49-2093,Locomotive Electrician
49-2093,Marine Electronics Repairer
49-2093,Marine Electronics Technician
49-2094,Industrial Aerial Installer
49-2094,Industrial Robotics Mechanic
49-2094,Missile Pad Mechanic
49-2094,Public Address System Mechanic
49-2095,Generating Station Mechanic
49-2095,Power Transformer Repairer
49-2095,Powerhouse Electrician
49-2095,Protective Relay Technician
49-2095,Relay Technician
49-2095,Substation Electrician
49-2095,Substation Mechanic
49-2096,Auto Electrician
49-2096,Auto Phone Installer
49-2096,Auto Radio Mechanic
49-2096,Automotive Electrician
49-2096,Car Alarm Installer
49-2096,Car Stereo Installer
49-2096,GPS Car Navigation Installer
49-2096,Mobile Electronics Installation Specialist
49-2097,Cable Installation Technician
49-2097,Electric Organ Checker
49-2097,Electronic Musical Instrument Repairer
49-2097,Home Stereo Equipment Installer
49-2097,Home Theater Installer
49-2097,Satellite Dish Installer
49-2097,Stereo Equipment Installer
49-2097,Television Installer
49-2097,Television Repairer
49-2097,Wireless Internet Installer
49-2098,Alarm Adjuster
49-2098,Alarm Technician
49-2098,Burglar Alarm Installer
49-2098,Fire Alarm Installer
49-2098,Fire Alarm Technician
49-2098,Home Security Alarm Installer
49-3011,A&P Mechanic
49-3011,Aircraft Engine Mechanic
49-3011,Aircraft Engine Specialist
49-3011,Airframe and Power Plant Mechanic
49-3011,Airframe Mechanic
49-3011,Airplane Rigger
49-3011,FAA Certified Powerplant Mechanic
49-3011,Flight Test Mechanic
49-3011,Helicopter Engine Mechanic
49-3011,Helicopter Mechanic
49-3011,Jet Engine Mechanic
49-3011,Propeller-Driven Airplane Mechanic
49-3021,Auto Body Customizer
49-3021,Auto Body Technician
49-3021,Auto Body Worker
49-3021,Auto Bumper Straightener
49-3021,Body and Frame Technician
49-3021,Body Shop Worker
49-3021,Car Refinisher
49-3021,Truck Body Repairer
49-3021,Vehicle Body Sander
49-3022,Auto Glass Installer
49-3022,Auto Glass Mechanic
49-3022,Automotive Glass Technician
49-3022,Automotive Glazier
49-3022,Windshield Installer
49-3022,Windshield Repair Technician
49-3023,Auto Clutch Rebuilder
49-3023,Auto Clutch Specialist
49-3023,Auto Radiator Specialist
49-3023,Auto Suspension and Steering Mechanic
49-3023,Auto Transmission Specialist
49-3023,Automotive Alignment Specialist
49-3023,Automotive Brake Adjuster
49-3023,Automotive Brake Specialist
49-3023,Automotive Brake Technician
49-3023,Automotive Fuel Injection Servicer
49-3023,Automotive Fuel Systems Converter
49-3023,Automotive Specialty Technician
49-3023,Hybrid Car Mechanic
49-3023,Motor Tune-Up Specialist
49-3031,Biodiesel Engine Specialist
49-3031,Diesel Engine Fitter
49-3031,Diesel Service Technician
49-3031,Marine Diesel Technician
49-3031,School Bus Mechanic
49-3031,Tractor Trailer Mechanic
49-3031,Truck Engine Technician
49-3041,Agricultural Equipment Mechanic
49-3041,Combine Mechanic
49-3041,Dairy Equipment Mechanic
49-3041,Dairy Equipment Repairer
49-3041,Harvester Mechanic
49-3041,Irrigation Equipment Mechanic
49-3041,Milking Machine Mechanic
49-3041,Tractor Mechanic
49-3042,Bulldozer Mechanic
49-3042,Construction Equipment Mechanic
49-3042,Dragline Mechanic
49-3042,Forklift Mechanic
49-3042,Forklift Technician
49-3042,Logging Equipment Mechanic
49-3043,Freight Car Repairer
49-3043,Mine Car Mechanic
49-3043,Rail Car Maintenance Mechanic
49-3043,Rail Car Mechanic
49-3043,Streetcar Repairer
49-3043,Subway Car Repairer
49-3043,Tank Car Reconditioner
49-3043,Trolley Car Mechanic
49-3043,Trolley Car Overhauler
49-3051,Certified Marine Mechanic
49-3051,Marine Propulsion Technician
49-3051,Marine Technician
49-3051,Motorboat Mechanic
49-3051,Outboard Motor Mechanic
49-3051,Outboard Technician
49-3052,All Terrain Vehicle Technician
49-3052,ATV Technician
49-3052,Motor Scooter Mechanic
49-3052,Motorcycle Repairer
49-3052,Motorcycle Service Technician
49-3052,Motorcycle Technician
49-3052,Scooter Mechanic
49-3053,Chain Saw Mechanic
49-3053,Edge Trimmer Mechanic
49-3053,Electric Golf Cart Repairers
49-3053,Electric Wheelchair Repairer
49-3053,Go-Cart Mechanic
49-3053,Golf Cart Mechanic
49-3053,Lawn Mower Repairer
49-3053,Mobility Scooter Repairer
49-3053,Power Saw Mechanic
49-3053,Power Wheelchair Mechanic
49-3053,Snowblower Mechanic
49-3053,Snowmobile Mechanic
49-3091,Bicycle Mechanic
49-3091,Bicycle Service Technician
49-3091,Bike Mechanic
49-3092,Master Certified RV Technician
49-3092,Mobile Service Recreational Vehicle Technician
49-3092,Recreational Vehicle (RV) Repairer
49-3092,Recreational Vehicle Mechanic
49-3092,RV Mechanic
49-3092,RV Servicer
49-3092,RVDA Master Certified RV Technician
49-3093,Auto Tire Worker
49-3093,Tire Balancer
49-3093,Tire Fixer
49-3093,Tire Mechanic
49-3093,Tire Mounter
49-3093,Tire Servicer
49-3093,Tire Technician
49-9011,Automatic Door Mechanic
49-9011,Door Closer Mechanic
49-9011,Garage Door Technician
49-9011,Overhead Door Technician
49-9012,Air Valve Mechanic
49-9012,Electric Meter Installer
49-9012,Gas Meter Installer
49-9012,Gas Meter Mechanic
49-9012,Thermostat Repairer
49-9012,Valve Mechanic
49-9012,Water Meter Installer
49-9021,Air Conditioning Service Technician
49-9021,Bulk Cooler Installer
49-9021,Evaporative Cooler Installer
49-9021,Furnace Converter
49-9021,Furnace Fitter
49-9021,Gas Furnace Installer
49-9021,"Heating, Ventilation, and Air Conditioning (HVAC) Mechanic"
49-9021,Oil Burner Repairer
49-9021,Oil Furnace Installer
49-9021,Refrigeration Systems Installer
49-9021,Stoker Installer
49-9031,Certified Appliance Service Technician
49-9031,Electric Stove Installer
49-9031,Gas Appliance Repairer
49-9031,Gas Appliance Servicer
49-9031,Home Appliance Installer
49-9031,Stove Installer
49-9031,Vacuum Cleaner Repair Person
49-9031,Vacuum Cleaner Repairer
49-9031,Washing Machine Installer
49-9031,Washing Machine Repairer
49-9031,Window Air Conditioner Installer
49-9041,Bag Machine Adjuster
49-9041,Boilerhouse Mechanic
49-9041,Foundry Equipment Mechanic
49-9041,Hydroelectric Machinery Mechanic
49-9041,Industrial Conveyor Belt Repairer
49-9041,Loom Fixer
49-9041,Loom Technician
49-9043,Crane Oiler
49-9044,Construction Millwright
49-9044,Machine Erector
49-9044,Machinery Dismantler
49-9044,Maintenance Millwright
49-9044,Manufacturing Millwright
49-9045,Bondactor Machine Operator
49-9045,Cupola Repairer
49-9045,Kiln Door Builder
49-9045,Ladle Repairer
49-9045,Refractory Repairer
49-9051,Electric Powerline Examiner
49-9051,Electric Utility Lineworker
49-9051,Electrical High Tension Tester
49-9051,Electrical Lineworker
49-9051,Power Lineworker
49-9051,Underground Conduit Installer
49-9052,Cable Television Installer
49-9052,Fiber Optic Technician
49-9052,FIOS Line Installer
49-9052,Telecommunication Lines Repairer
49-9052,Telecommunications Line Installer
49-9052,Telephone Cable Splicer
49-9052,Telephone Lines Repairer
49-9052,Telephone Lineworker
49-9061,Aircraft Photographic Equipment Repairer
49-9061,Camera Machinist
49-9061,Camera Repair Technician
49-9061,Camera Repairer
49-9061,Photographic Equipment Technician
49-9062,Biomedical Electronics Technician
49-9062,Biomedical Equipment Technician
49-9062,BMET
49-9062,Certified Biomedical Equipment Technician
49-9062,Dental Equipment Mechanic
49-9062,Dental Equipment Repairer
49-9062,Durable Medical Equipment Repairer
49-9062,Electromedical Equipment Technician
49-9062,Radiology Equipment Servicer
49-9062,Surgical Instrument Mechanic
49-9063,Accordion Repairer
49-9063,Band Instrument Repair Technician
49-9063,Banjo Repairer
49-9063,Bow Rehairer
49-9063,Brass and Wind Instrument Repairer
49-9063,Chip Tuner
49-9063,Fretted String Instrument Repairer
49-9063,Guitar Builder
49-9063,Guitar Repairer
49-9063,Keyboard Instrument Repairer
49-9063,Luthier
49-9063,Mandolin Repairer
49-9063,Organ Installer
49-9063,Organ Tuner
49-9063,Percussion Instrument Repairer
49-9063,Piano Regulator
49-9063,Piano Technician
49-9063,Piano Tuner
49-9063,Pipe Organ Technician
49-9063,Stringed Instrument Repairer
49-9063,Tone Regulator
49-9063,Violin Repairer
49-9064,Antique Clock Repairer
49-9064,Chronometer Repairer
49-9064,Clock Repair Technician
49-9064,Clockmaker
49-9064,Clocksmith
49-9064,Horologist
49-9064,Time Piece Repairer
49-9064,Watchmaker
49-9069,Gyroscope Repairer
49-9069,Scale Adjuster
49-9069,Telescope Repairer
49-9071,Building Maintenance Mechanic
49-9071,Building Mechanic
49-9071,Building Services Mechanic
49-9071,Facilities Maintenance Worker
49-9071,General Maintenance Worker
49-9071,Maintenance Mechanic
49-9071,Mechanics Handyman
49-9071,Plant Maintenance Technician
49-9081,Wind Energy Mechanic
49-9081,Wind Energy Technician
49-9081,Wind Turbine Mechanic
49-9081,Wind Turbine Technician
49-9091,Arcade Games Mechanic
49-9091,Coin Box Collector
49-9091,Juke Box Mechanic
49-9091,Parking Meter Collector
49-9091,Slot Machine Mechanic
49-9091,Slot Technician
49-9091,Stamp Machine Servicer
49-9091,Vending Machine Filler
49-9092,Marine Diver
49-9092,Non Destructive Testing Underwater Welder
49-9092,Salvage Diver
49-9092,Scuba Diver
49-9092,Submarine Diver
49-9092,Underwater Welder
49-9094,Key Maker
49-9094,Keysmith
49-9094,Lock Expert
49-9094,Lock Fitter
49-9094,Lock Setter
49-9094,Lock Technician
49-9094,Locksmith
49-9094,Safe and Vault Installer
49-9094,Safe and Vault Mechanic
49-9095,Housetrailer Servicer
49-9095,Mobile Home Mechanic
49-9095,Mobile Home Servicer
49-9095,Mobile Home Technician
49-9095,Modular Home Crew Member
49-9096,Acrobatic Rigger
49-9096,Boat Rigger
49-9096,Crane Rigger
49-9096,Fly Rail Operator
49-9096,Gantry Rigger
49-9096,High Rigger
49-9096,Marine Rigger
49-9096,Parachute Rigger
49-9096,Ship Rigger
49-9096,Theatrical Rigger
49-9096,Wire Rigger
49-9096,Yacht Rigger
49-9096,Yard Rigger
49-9097,Electric Track Switch Maintainer
49-9097,Light Rail Signal Technician
49-9097,Rail Signal Mechanic
49-9097,Railway Signal Technician
49-9097,Third Rail Installer
49-9097,Train Control Electronic Technician
49-9097,Train Control Technician
49-9098,Automobile Body Repairer Helper
49-9098,Cable Splicer Helper
49-9098,Hydroelectric Machinery Mechanic Helper
49-9098,Locksmith Helper
49-9098,Logging Equipment Mechanic Helper
49-9098,Mechanic's Assistant
49-9098,Meter Repairer Helper
49-9098,Motorboat Mechanic Helper
49-9098,Powerhouse Mechanic Helper
49-9098,Streetcar Repairer Helper
49-9099,Bowling Alley Mechanic
49-9099,Curtain Mender
49-9099,Fabric Awning Repairer
49-9099,Fire Extinguisher Installer
49-9099,Gasoline Pump Installer
49-9099,Gunsmith
49-9099,Hand-Woven Carpet and Rug Mender
49-9099,Parachute Repairer
49-9099,Sail Repairer
49-9099,Ski Lift Mechanic
49-9099,Tarp Repairer
49-9099,Wheelwright
49-9099,Window Shade Installer
51-1011,Assembly Line Supervisor
51-1011,Assembly Supervisor
51-1011,Die Cast Supervisor
51-1011,Machine Assembler Supervisor
51-1011,Machinist Supervisor
51-1011,Molding Supervisor
51-1011,Paper Machine Supervisor
51-1011,Printing Supervisor
51-1011,Printing Worker Supervisor
51-1011,Tool Room Supervisor
51-2011,Aircraft De-Icer Installer
51-2011,Aircraft Fuselage Framer
51-2011,Aircraft Layout Worker
51-2011,Aircraft Line Assembler
51-2011,Aircraft Part Assembler
51-2011,Aircraft Riveter
51-2011,Aircraft Sheet Metal Mechanic
51-2011,Helicopter Airframe Mechanic
51-2011,Propeller Layout Worker
51-2011,Wing Coverer
51-2021,Coil Builder
51-2021,Coil Former
51-2021,Coil Winder
51-2021,Motor Rewinder
51-2021,Motor Winder
51-2021,Multiple Coil Winder
51-2021,Rotor Coil Taper
51-2021,Wire Coiler
51-2021,Wire Winder
51-2021,Wire Winding Machine Tender
51-2022,Anode Builder
51-2022,Armature Assembler
51-2022,Battery Assembler
51-2022,Battery Builder
51-2022,Breaker Unit Assembler
51-2022,Circuit Board Assembler
51-2022,Computer Assembler
51-2022,Coping Machine Assembler
51-2022,Electric Motor Controls Assembler
51-2022,Electric Sign Assembler
51-2022,Electrical Assembler
51-2022,Electrical Controls Assembler
51-2022,Electronic Assembler
51-2022,Electronic Sensing Equipment Assembler
51-2022,Electronic Wirer
51-2022,Switchbox Assembler
51-2022,Transformer Assembler
51-2022,Transformer Maker
51-2023,Electromechanical Assembler
51-2023,Microwave Oven Assembler
51-2023,Programmable Logic Controller Assembler
51-2023,Synchronous Motor Assembler
51-2023,Vacuum Cleaner Assembler
51-2023,Vending Machine Assembler
51-2031,Aircraft Engine Assembler
51-2031,Assembling Motor Builder
51-2031,Clutch Housing Assembler
51-2031,Engine Builder
51-2031,Gas Turbine Assembler
51-2031,Generator Assembler
